laptop_id,full_name_with_specs,link_profile,full_name,producer,model,cpu,cpu_mark,gpu,disc,ram,ram_tech,display_size,display_resolution,display_hz,display_tech,weight,hdmi_version,wifi_version,bluetooth_version,webcam_resolution,microphone_count,publishing_date,price_in_dollar,review_link,amazon_link,dimensions,ethernet,fingerprint_reader,service_rank,service_level
753,"MSI Pulse GL76ProcessorIntel Core i7-12700HInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 3060 (Laptop, 105W)Display17.3”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/msi-pulse-gl76-784/,MSI Pulse GL76,MSI,PulseGL76,Intel Core i7-12700H,26457,"NVIDIA GeForce RTX 3060 (Laptop, 105W)",1000GB SSD,32GB,,17.3”, Full HD (1920 x 1080), 144 Hz,,"398 x 273 x 24.2 mm (15.67"" x 10.75"" x 0.95"")",2.0,802.11ax,5.2,720p,,31.10.2023,$1639.00,https://laptopmedia.com/review/msi-pulse-gl76-12ux/,https://www.amazon.com/exec/obidos/ASIN/B0CGQQ428W?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",Fingerprint reader,10,44/100
754,"HP Victus 15ProcessorAMD Ryzen 5 7535HSInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 2050Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-victus-15-888/,HP Victus 15,HP,Victus15,AMD Ryzen 5 7535HS,18225,NVIDIA GeForce RTX 2050,512GB SSD,32GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,"357.88 x 255.01 x 23.5 mm (14.09"" x 10.04"" x 0.93"")",2.1,802.11ax,5.2,720p,2x Microphones,30.10.2023,$1069.99,https://laptopmedia.com/review/hp-victus-15-15-fb0000-review-we-cracked-the-reason-for-the-low-price/,https://www.amazon.com/exec/obidos/ASIN/B0CKN6PYMG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
755,"Acer Nitro 17ProcessorAMD Ryzen 7 7735HSInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 4050 (Laptop)Display17.3”, Full HD (1920 x 1080), 165 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/acer-nitro-17-87/,Acer Nitro 17,Acer,Nitro17,AMD Ryzen 7 7735HS,24280,"NVIDIA GeForce RTX 4050 (Laptop, 140W)",1000GB SSD,16GB,,17.3”, Full HD (1920 x 1080), 165 Hz,,,2.1,802.11ax,5.1,720p,2x Microphones,30.10.2023,$1399.00,https://laptopmedia.com/review/acer-nitro-17-an17-41-review-the-efficient-zen-4-cpu-and-the-battery-life-are-great-but-the-gpu-performance-is-a-bit-disappointing/,https://www.amazon.com/exec/obidos/ASIN/B0CL9QVM9C?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,"400.2 x 293.25 x 27.9 - 28.9 mm (15.76"" x 11.55"" x 1.10"")","10, 100, 1000 Mbit/s",Fingerprint reader,7,73/100
756,"HP 14ProcessorIntel Core i7-1355UInternal memory64GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive4000GB SSD",https://laptopmedia.com/laptop-specs/hp-14-6515/,HP 14,HP,14,Intel Core i7-1355U,15276,Intel Iris Xe Graphics G7 (96EU),4000GB SSD,64GB,,14.0”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),1.4b,802.11ax,5.3,720p / 1080p,2x Microphones,15.10.2023,,,,,,Fingerprint reader,9,63/100
757,"HP 15ProcessorIntel Core i5-1135G7Internal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display15.6”, HD (1366 x 768), TNHard drive2000GB HDDSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-15-17219/,HP 15,HP,15,Intel Core i5-1135G7,9901,Intel Iris Xe Graphics G7 (80EU),512GB SSD + 2000GB HDD,16GB,,15.6”, HD (1366 x 768),, TN,"358.5 x 242 x 19.9 mm (14.11"" x 9.53"" x 0.78"")",1.4b,802.11ac,4.2,720p,2x Microphones,17.10.2023,$1460.00,https://laptopmedia.com/review/hp-15-15-dw1000-review-you-get-a-lot-for-such-a-low-price/,https://www.amazon.com/exec/obidos/ASIN/B0CDRQC9R1?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
758,"Dell Latitude 5540ProcessorIntel Core i5-1335UInternal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/dell-latitude-5540-10/,Dell Latitude 5540,Dell,Latitude5540,Intel Core i5-1335U,17424,Intel Iris Xe Graphics G7 (80EU),512GB SSD,16GB,,15.6”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),2.0,802.11ax,,1080p,2x Microphones,06.11.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,4,80/100
759,"Dell Latitude 5540ProcessorIntel Core i5-1335UInternal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/dell-latitude-5540-11/,Dell Latitude 5540,Dell,Latitude5540,Intel Core i5-1335U,17424,Intel Iris Xe Graphics G7 (80EU),1000GB SSD,16GB,,15.6”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),2.0,802.11ax,,1080p,2x Microphones,06.11.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,4,80/100
760,"HP 17ProcessorIntel Core i5-1155G7Internal memory12GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display17.3”, Full HD (1920 x 1080), IPSHard drive1000GB HDDSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/hp-17-17524/,HP 17,HP,17,Intel Core i5-1155G7,10237,Intel Iris Xe Graphics G7 (80EU),256GB SSD + 1000GB HDD,12GB,,17.3”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),1.4b,802.11ax,5.2,720p,2x Microphones,17.10.2023,,,,,,,9,63/100
761,"Dell Inspiron 3525ProcessorAMD Ryzen 7 5700UInternal memory64GB RAMVideo cardAMD Radeon RX Vega 8 (R4000/5000, 15W)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/dell-inspiron-3525-361/,Dell Inspiron 3525,Dell,Inspiron3525,AMD Ryzen 7 5700U,15841,"AMD Radeon RX Vega 8 (R4000/5000, 15W)",1000GB SSD,64GB,,15.6”, Full HD (1920 x 1080),, IPS,2.0,1.4,802.11ax,5.2,720p / 1080p,2x Microphones,23.10.2023,,,,,,Fingerprint reader,4,80/100
762,"HP 17ProcessorIntel Core i5-1135G7Internal memory8GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display17.3”, HD+ (1600 x 900), TNSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/hp-17-17671/,HP 17,HP,17,Intel Core i5-1135G7,9901,Intel Iris Xe Graphics G7 (80EU),1000GB SSD,8GB,,17.3”, HD+ (1600 x 900),, TN,3.2 Gen 1 (5 Gbps),1.4b,802.11ax,5.2,720p,2x Microphones,26.10.2023,,,,,,,9,63/100
763,"HP 17ProcessorIntel Core i5-1135G7Internal memory8GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display17.3”, HD+ (1600 x 900), TNSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/hp-17-17673/,HP 17,HP,17,Intel Core i5-1135G7,9901,Intel Iris Xe Graphics G7 (80EU),256GB SSD,8GB,,17.3”, HD+ (1600 x 900),, TN,3.2 Gen 1 (5 Gbps),1.4b,802.11ax,5.2,720p,2x Microphones,26.10.2023,,,,,,,9,63/100
764,"MSI Summit E16 FlipProcessorIntel Core i7-1260PInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 3050 (Laptop, 40W)Display16.0"", WQXGA (2560 x 1600), 165 Hz, IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/msi-summit-e16-flip-76/,MSI Summit E16 Flip,MSI,SummitE16Flip,Intel Core i7-1260P,17211,"NVIDIA GeForce RTX 3050 (Laptop, 40W)",2000GB SSD,16GB,,"16.0""", WQXGA (2560 x 1600), 165 Hz,,,2.0,802.11ax,5.2,1080p,,25.10.2023,$1669.00,https://laptopmedia.com/review/msi-summit-e16-flip-evo-a12m/,https://www.amazon.com/exec/obidos/ASIN/B09YP5L8D5?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,"358 x 258.55 x 16.85 mm (14.09"" x 10.18"" x 0.66"")",,Fingerprint reader,10,44/100
765,"MSI Cyborg 15ProcessorIntel Core i7-12650HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 4060 (Laptop, 45W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/msi-cyborg-15-506/,MSI Cyborg 15,MSI,Cyborg15,Intel Core i7-12650H,23461,"NVIDIA GeForce RTX 4060 (Laptop, 45W)",2000GB SSD,16GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,"359.36 x 250.34 x 21.95 - 22.9 mm (14.15"" x 9.86"" x 0.86"")",2.0,802.11ax,5.2,720p,,26.10.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,10,44/100
766,"MSI Cyborg 15ProcessorIntel Core i7-12650HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 4060 (Laptop, 45W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive4000GB SSD",https://laptopmedia.com/laptop-specs/msi-cyborg-15-507/,MSI Cyborg 15,MSI,Cyborg15,Intel Core i7-12650H,23461,"NVIDIA GeForce RTX 4060 (Laptop, 45W)",4000GB SSD,16GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,"359.36 x 250.34 x 21.95 - 22.9 mm (14.15"" x 9.86"" x 0.86"")",2.0,802.11ax,5.2,720p,,26.10.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,10,44/100
767,"MSI Stealth 17 StudioProcessorIntel Core i9-13900HInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 4070 (Laptop, 105W)Display17.3"", QHD (2560 x 1440), 240 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/msi-stealth-17-studio-63/,MSI Stealth 17 Studio,MSI,Stealth17Studio,Intel Core i9-13900H,29739,"NVIDIA GeForce RTX 4070 (Laptop, 105W)",1000GB SSD,32GB,,"17.3""", QHD (2560 x 1440), 240 Hz,,,2.1,802.11ax,5.3,1080p,,25.10.2023,,,,,"10, 100, 1000, 2500 Mbit/s",Fingerprint reader,10,44/100
768,"Lenovo IdeaPad 3i 15ProcessorIntel Core i5-1155G7Internal memory40GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-ideapad-3i-15-1635/,Lenovo IdeaPad 3i 15,Lenovo,IdeaPad3i15,Intel Core i5-1155G7,10237,Intel Iris Xe Graphics G7 (80EU),1000GB SSD,40GB,,15.6”, Full HD (1920 x 1080),, IPS,"359.2 x 236.5 x 19.9 mm (14.14"" x 9.31"" x 0.78"")",1.4b,802.11ax,5.1,720p,2x Microphones,25.10.2023,,,,,,Fingerprint reader,3,85/100
769,"MSI WF66ProcessorIntel Core i7-11800HInternal memory16GB RAMVideo cardNVIDIA RTX A2000 (Laptop)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive4000GB SSD",https://laptopmedia.com/laptop-specs/msi-wf66-761/,MSI WF66,MSI,WF66,Intel Core i7-11800H,20772,NVIDIA RTX A2000 (Laptop),4000GB SSD,16GB,,15.6”, Full HD (1920 x 1080),, IPS,2.0,2.0,802.11ax,5.2,720p,,25.10.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,10,44/100
770,"HP ZBook Fury 15 G8ProcessorIntel Core i7-11800HInternal memory32GB RAMVideo cardNVIDIA RTX A2000 (Laptop)Display15.6"", 4K UHD (3840 x 2160), 120 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-zbook-fury-15-g8-23/,HP ZBook Fury 15 G8,HP,ZBookFury15G8,Intel Core i7-11800H,20772,NVIDIA RTX A2000 (Laptop),512GB SSD,32GB,,"15.6""", 4K UHD (3840 x 2160), 120 Hz,,"361 x 242.5 x 26 mm (14.21"" x 9.55"" x 1.02"")",2.0b,802.11ax,5.0,720p,,26.07.2022,$1677.77,https://laptopmedia.com/review/hp-zbook-fury-15-g8/,https://www.amazon.com/exec/obidos/ASIN/B09ZYQXCXG?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
771,"Lenovo ThinkPad T14 Gen 3ProcessorIntel Core i5-1235UInternal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display14.0"", FHD+ (1920 x 1200), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-3-23/,Lenovo ThinkPad T14 Gen 3,Lenovo,ThinkPadT14Gen3,Intel Core i5-1235U,13600,Intel Iris Xe Graphics G7 (80EU),512GB SSD,16GB,,"14.0""", Full HD + (1920 x 1200),, IPS,"317.7 x 227.36 x 17.9 mm (12.51"" x 8.95"" x 0.70"")",2.0b,802.11ax,5.2,720p / 1080p,2x Microphones,27.07.2022,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,3,85/100
772,"HP Pavilion Aero 13ProcessorAMD Ryzen 5 5625UInternal memory8GB RAMVideo cardAMD Radeon RX Vega 7 (R4000/5000, 15W)Display13.3”, WUXGA (1920 x 1200), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-pavilion-aero-13-14/,HP Pavilion Aero 13,HP,PavilionAero13,AMD Ryzen 5 5625U,15133,"AMD Radeon RX Vega 7 (R4000/5000, 15W)",512GB SSD,8GB,,13.3”, WUXGA (1920 x 1200),, IPS,"297 x 209 x 16.9 mm (11.69"" x 8.23"" x 0.67"")",2.0,802.11ax,5.3,720p,2x Microphones,12.04.2022,,,,,,,9,63/100
773,"MSI Creator Z16ProcessorIntel Core i7-12700HInternal memory64GB RAMVideo cardNVIDIA GeForce RTX 3060 (Laptop, 70W)Display16.0"", WQXGA (2560 x 1600), 120 Hz, IPSSolid-state drive8000GB SSD",https://laptopmedia.com/laptop-specs/msi-creator-z16-119/,MSI Creator Z16,MSI,CreatorZ16,Intel Core i7-12700H,26457,"NVIDIA GeForce RTX 3060 (Laptop, 70W)",8000GB SSD,64GB,,"16.0""", WQXGA (2560 x 1600), 120 Hz,,3.2 Gen 1 (5 Gbps),,802.11ax,5.2,720p,,07.07.2022,,,,,,Fingerprint reader,10,44/100
774,"ASUS ROG Strix G15ProcessorAMD Ryzen 9 5980HXInternal memory16GB RAMVideo cardAMD Radeon RX 6800MDisplay15.6"", WQHD (2560 x 1440), 165 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/asus-rog-strix-g15-282/,ASUS ROG Strix G15,ASUS,ROGStrixG15,AMD Ryzen 9 5980HX,23634,AMD Radeon RX 6800M,512GB SSD,16GB,,"15.6""", WQHD (2560 x 1440), 165 Hz,,,2.0b,802.11ax,5.1,,1x Microphone,06.07.2022,$1309.99,https://laptopmedia.com/review/asus-rog-strix-g15-g513-review-a-possible-best-seller-for-2021/,https://www.amazon.com/exec/obidos/ASIN/B0B4PWVY6Q?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,"354.9 x 259.9 x 22.9 ~ 27.2  mm (13.97"" x 10.23"" x 0.90"")","10, 100, 1000 Mbit/s",Fingerprint reader,5,80/100
775,"AORUS 17ProcessorIntel Core i7-13700HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 4070 (Laptop, 140W)Display17.3"", QHD (2560 x 1440), 240 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/aorus-17-295/,AORUS 17,AORUS,17,Intel Core i7-13700H,28201,"NVIDIA GeForce RTX 4070 (Laptop, 140W)",1000GB SSD,16GB,,"17.3""", QHD (2560 x 1440), 240 Hz,,,2.1,802.11ax,5.2,1080p,1x Microphone,24.02.2023,,,,,,Fingerprint reader,,
776,"HP EliteBook 640 G9ProcessorIntel Core i7-1165G7Internal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/hp-elitebook-640-g9-31/,HP EliteBook 640 G9,HP,EliteBook640G9,Intel Core i7-1165G7,10358,Intel Iris Xe Graphics G7 (96EU),512GB SSD,16GB,,14.0”, Full HD (1920 x 1080),, IPS,"321.81 x 213.86 x 19.9 mm (12.67"" x 8.42"" x 0.78"")",2.0b,802.11ax,5.2,720p,2x Microphones,23.02.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
777,"Lenovo ThinkBook 13x Gen 2ProcessorIntel Core i5-1235UInternal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display13.3”, WQXGA (2560 x 1600), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkbook-13x-gen-2/,Lenovo ThinkBook 13x Gen 2,Lenovo,ThinkBook13xGen2,Intel Core i5-1235U,13600,Intel Iris Xe Graphics G7 (80EU),512GB SSD,16GB,,13.3”, WQXGA (2560 x 1600),, IPS,"298 x 209 x 12.9 mm (11.73"" x 8.23"" x 0.51"")",,802.11ax,5.0,720p,,13.07.2022,,,,,,Fingerprint reader,3,85/100
778,"HP OMEN 17ProcessorIntel Core i7-12800HXInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 3070 Ti (Laptop)Display17.3"", QHD (2560 x 1440), 165 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/hp-omen-17-1088/,HP OMEN 17,HP,OMEN17,Intel Core i7-12800HX,32714,NVIDIA GeForce RTX 3070 Ti (Laptop),1000GB SSD,16GB,,"17.3""", QHD (2560 x 1440), 165 Hz,,,2.1,802.11ax,5.2,720p,2x Microphones,23.11.2022,$2249.00,https://laptopmedia.com/review/hp-omen-17-2023-17-ck2000-review-it-is-pretty-good-but-cant-match-its-direct-competitors/,https://www.amazon.com/exec/obidos/ASIN/B0BHV2WHZF?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,"397.25 x 262.12 x 27 mm (15.64"" x 10.32"" x 1.06"")","10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
779,"Acer Aspire 5ProcessorIntel Core i5-1240PInternal memory8GB RAMVideo cardNVIDIA GeForce RTX 2050 (35W)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/acer-aspire-5-2528/,Acer Aspire 5,Acer,Aspire5,Intel Core i5-1240P,17351,NVIDIA GeForce RTX 2050 (35W),512GB SSD,8GB,,15.6”, Full HD (1920 x 1080),, IPS,"362.9 x 237.8 x 17.9 mm (14.29"" x 9.36"" x 0.70"")",,802.11ax,5.1,720p,2x Microphones,06.01.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,7,73/100
780,"Lenovo ThinkPad T14 Gen 3ProcessorIntel Core i7-1260PInternal memory40GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display14.0"", FHD+ (1920 x 1200), IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-3-357/,Lenovo ThinkPad T14 Gen 3,Lenovo,ThinkPadT14Gen3,Intel Core i7-1260P,17211,Intel Iris Xe Graphics G7 (96EU),2000GB SSD,40GB,,"14.0""", Full HD + (1920 x 1200),, IPS,"317.7 x 227.36 x 17.9 mm (12.51"" x 8.95"" x 0.70"")",2.0b,802.11ax,5.2,720p / 1080p,2x Microphones,06.09.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,3,85/100
781,"ASUS TUF Gaming F15ProcessorIntel Core i7-12700HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 4060 (Laptop, 140W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/asus-tuf-gaming-f15-1978/,ASUS TUF Gaming F15,ASUS,TUFGamingF15,Intel Core i7-12700H,26457,"NVIDIA GeForce RTX 4060 (Laptop, 140W)",512GB SSD,16GB,,15.6”, Full HD (1920 x 1080), 144 Hz,,"354 x 251 x 22.4 - 24.9 mm (13.94"" x 9.88"" x 0.88"")",2.1,802.11ax,5.2,720p,1x Microphone,01.09.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,5,80/100
782,"HP Pavilion 15ProcessorIntel Core i7-1355UInternal memory16GB RAMVideo cardNVIDIA GeForce MX550Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/hp-pavilion-15-7234/,HP Pavilion 15,HP,Pavilion15,Intel Core i7-1355U,15276,NVIDIA GeForce MX550,2000GB SSD,16GB,,15.6”, Full HD (1920 x 1080),, IPS,"360.1 x 233.9 x 17.8 mm (14.18"" x 9.21"" x 0.70"")",2.0,802.11ax,5.0,720p,2x Microphones,08.10.2023,,,,,,,9,63/100
783,"HP ENVY 17ProcessorIntel Core i7-1195G7Internal memory64GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display17.3”, Full HD (1920 x 1080), IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/hp-envy-17-3810/,HP ENVY 17,HP,ENVY17,Intel Core i7-1195G7,11071,Intel Iris Xe Graphics G7 (96EU),2000GB SSD,64GB,,17.3”, Full HD (1920 x 1080),, IPS,"Thunderbolt 4, Power Delivery (PD), DisplayPort, Sleep and Charge",2.0b,802.11ax,5.0,720p,2x Microphones,30.10.2023,,,,,,Fingerprint reader,9,63/100
784,"Lenovo IdeaPad 3 15ProcessorIntel Core i3-1115G4Internal memory8GB RAMVideo cardIntel UHD Graphics Xe G4 (48EU)Display15.6”, Full HD (1920 x 1080), TNSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-4789/,Lenovo IdeaPad 3 15,Lenovo,IdeaPad315,Intel Core i3-1115G4,6143,Intel UHD Graphics Xe G4 (48EU),256GB SSD,8GB,,15.6”, Full HD (1920 x 1080),, TN,"362.2 x 253.4 x 19.9 mm (14.26"" x 9.98"" x 0.78"")",1.4b,802.11ax,5.0,720p,2x Microphones,31.10.2023,,,,,,Fingerprint reader,3,85/100
785,"HP ENVY 17ProcessorIntel Core i7-1195G7Internal memory32GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display17.3”, Full HD (1920 x 1080), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/hp-envy-17-3803/,HP ENVY 17,HP,ENVY17,Intel Core i7-1195G7,11071,Intel Iris Xe Graphics G7 (96EU),1000GB SSD,32GB,,17.3”, Full HD (1920 x 1080),, IPS,"Thunderbolt 4, Power Delivery (PD), DisplayPort, Sleep and Charge",2.0b,802.11ax,5.0,720p,2x Microphones,30.10.2023,,,,,,Fingerprint reader,9,63/100
786,"ASUS VivoBook S 15ProcessorAMD Ryzen 9 6900HXInternal memory40GB RAMVideo cardAMD Radeon 680MDisplay15.6”, Full HD (1920 x 1080), IPSSolid-state drive4000GB SSD",https://laptopmedia.com/laptop-specs/asus-vivobook-s-15-257/,ASUS VivoBook S 15,ASUS,VivoBookS15,AMD Ryzen 9 6900HX,24906,AMD Radeon 680M,4000GB SSD,40GB,,15.6”, Full HD (1920 x 1080),, IPS,2.0,2.1,802.11ax,5.0,720p,1x Microphone,27.10.2023,,,,,,Fingerprint reader,5,80/100
787,"Acer Nitro 17ProcessorAMD Ryzen 7 7735HSInternal memory64GB RAMVideo cardNVIDIA GeForce RTX 4050 (Laptop)Display17.3”, Full HD (1920 x 1080), 165 Hz, IPSSolid-state drive4000GB SSD",https://laptopmedia.com/laptop-specs/acer-nitro-17-120/,Acer Nitro 17,Acer,Nitro17,AMD Ryzen 7 7735HS,24280,"NVIDIA GeForce RTX 4050 (Laptop, 140W)",4000GB SSD,64GB,,17.3”, Full HD (1920 x 1080), 165 Hz,,,2.1,802.11ax,5.1,720p,2x Microphones,30.10.2023,$2049.00,https://laptopmedia.com/review/acer-nitro-17-an17-41-review-the-efficient-zen-4-cpu-and-the-battery-life-are-great-but-the-gpu-performance-is-a-bit-disappointing/,https://www.amazon.com/exec/obidos/ASIN/B0CKQGLRJX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,"400.2 x 293.25 x 27.9 - 28.9 mm (15.76"" x 11.55"" x 1.10"")","10, 100, 1000 Mbit/s",Fingerprint reader,7,73/100
788,"Acer Aspire 3ProcessorAMD Ryzen 5 7520UInternal memory16GB RAMVideo cardAMD Radeon 610MDisplay15.6”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/acer-aspire-3-1649/,Acer Aspire 3,Acer,Aspire3,AMD Ryzen 5 7520U,9555,AMD Radeon 610M,512GB SSD,16GB,,15.6”, Full HD (1920 x 1080),, IPS,"362.9 x 237.5 x 18.9 mm (14.29"" x 9.35"" x 0.74"")",2.1,802.11ax,5.0,,,08.08.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,7,73/100
789,"Lenovo ThinkPad P16 Gen 2ProcessorIntel Core i9-13950HXInternal memory64GB RAMVideo cardNVIDIA RTX 4000 Ada GenerationDisplay16.0”, WQUXGA (3840 x 2400), OLEDSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16-gen-2-24/,Lenovo ThinkPad P16 Gen 2,Lenovo,ThinkPadP16Gen2,Intel Core i9-13950HX,44952,NVIDIA RTX 4000 Ada Generation,2000GB SSD,64GB,,16.0”, WQUXGA (3840 x 2400),, OLED,3.2 Gen 1 (5 Gbps),2.1,802.11ax,5.1,1080p,2x Microphones,18.09.2023,,,,,,Fingerprint reader,3,85/100
790,"HP 17ProcessorIntel Core i7-1255UInternal memory48GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display17.3”, Full HD (1920 x 1080), IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/hp-17-17584/,HP 17,HP,17,Intel Core i7-1255U,13790,Intel Iris Xe Graphics G7 (96EU),2000GB SSD,48GB,,17.3”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),1.4b,802.11ax,5.2,720p,2x Microphones,21.10.2023,,,,,,Fingerprint reader,9,63/100
791,"MSI Raider GE66ProcessorIntel Core i9-12900HKInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 3070 Ti (Laptop, 150W)Display15.6”,  QHD (2560 x 1440), 240 Hz, IPSSolid-state drive4000GB SSD",https://laptopmedia.com/laptop-specs/msi-raider-ge66-809/,MSI Raider GE66,MSI,RaiderGE66,Intel Core i9-12900HK,28138,"NVIDIA GeForce RTX 3070 Ti (Laptop, 150W)",4000GB SSD,32GB,,15.6”,  QHD (2560 x 1440), 240 Hz,,,2.1,802.11ax,5.2,1080p,,25.10.2023,,,,,"10, 100, 1000, 2500 Mbit/s",Fingerprint reader,10,44/100
